x,y,label
0.033559336554980196,0.03724408325214229,0
0.9985852830048516,0.08442420214402839,1
0.019693462237465955,0.9727728743596445,1
0.005361927862184926,1.0480821944879883,1
0.9222670637732658,0.014099774574773322,1
0.9953605925811041,-0.007018358746470103,1
0.02644081150394772,1.0716863283590228,1
0.998452179629358,0.9353691058118682,0
0.9809850849944807,0.01910440727270229,1
-0.019928542545243125,0.987560600867886,1
-0.05776455221718358,-0.02017863451785805,0
1.0341081624690114,0.0014144038821902935,1
-0.010167194704294733,1.0559937576992395,1
0.011423493010170352,0.035405646570829126,0
0.9667931241873955,-0.03522310399376684,1
0.011389924433962318,1.0104986978185306,1
0.9297629743906859,0.028591583899432615,1
-0.053278066660689925,0.9295724575840487,1
1.0248433080335604,0.03824486816498786,1
0.9888360911382684,0.06491396343816004,1
-0.1117234000058616,1.0775011525446432,1
-0.0128966881605403,-0.015362174186736625,0
-0.06602885063296401,0.964377776633478,1
-0.026849845233472763,-0.0005065839567560544,0
0.0048063580992651666,0.02468812438829677,0
-0.04476461594238912,1.0782431561481456,1
-0.013754147022843024,0.0017438742733698776,0
1.0761863483336391,1.0444422679424201,0
-0.02801594019685019,0.9918642220414177,1
0.9185119509727682,-0.07770356725905822,1
1.0112266030849055,0.9970754918501089,0
1.0175266538916494,0.04489313286628369,1
1.0031128451165083,1.024735210479941,0
0.8997423738929575,-0.08456655687667304,1
-0.06696783230475728,1.0330011929775593,1
-0.03445265443104168,1.0269884610275188,1
0.9490976497901602,1.0125419088185372,0
1.0005341070538871,-0.027787743811489053,1
0.08742301626132645,-0.055859853419525506,0
0.9429377831791788,0.07071839793244106,1
0.0697924705686592,-0.030448276035804113,0
0.03035222640391724,1.0353963525785954,1
-0.03127646730747203,0.9824996406868568,1
0.06497381454652967,-0.024470256546003016,0
1.031712274636774,0.9750587708128083,0
0.992763187916874,0.9758431748882697,0
-0.013799488406199179,0.9907664102745812,1
1.0855131226975794,-0.03142135987680942,1
0.9256807254221299,1.0494465612181128,0
0.9601192081788127,-0.004271759471169005,1
0.03461630517298714,-0.09206154787521131,0
0.002032310191041159,-0.025479825862774134,0
0.9955821189433074,0.9753055174515055,0
-0.016035127671557067,1.0329602247380163,1
1.0006963763320003,0.9551192508501245,0
1.024872140172223,-0.023992181242833897,1
0.9905425219274805,0.029112539999985955,1
1.0140218391465643,0.9475086635505028,0
0.9932720464102114,-0.006967213772319628,1
