x1,x2,y
-4.561953150439321,7.41701063144096,1
0.5243098362112315,-8.625529381240641,0
-9.425532825967343,4.933555734156839,2
-7.063583485970915,3.658535906915371,2
-3.994567192597589,8.342582771816295,1
1.6947345276681856,-9.711841506142637,0
-4.06383507147095,7.999517702258438,1
2.6723721031334904,-8.799278858177923,0
-4.834469039842178,9.222168915789547,1
-3.8820840198357747,7.137026728002356,1
-5.289593787833476,9.243442143636244,1
-9.568831692844228,5.06944748586485,2
0.48445251484089635,-7.5170055440025685,0
-7.559414268688434,4.606791781100471,2
-3.754396415669591,9.561695490591616,1
-9.518133240079184,3.7302656940365417,2
-3.3895004337185752,8.09896835831973,1
2.0272772363377727,-7.74869700321299,0
-7.390011951311871,6.032772608376274,2
1.48928188758497,-9.554359931077682,0
-0.24213565402798354,-10.617449190577322,0
-9.019401655420232,5.803830166942405,2
-4.032977221347085,8.190623035920625,1
2.1031550412175792,-8.75698234859202,0
-5.322885159126759,8.943030521611767,1
-9.544267607538623,6.063114423133948,2
-3.050506518965989,7.404626414954107,1
-6.557884019395466,3.729084546854933,2
-3.4289539733259486,7.728724083152405,1
-9.80020210600643,3.631896657681451,2
-9.85802864886624,3.7753463456481304,2
-10.921079845223694,4.968699572829326,2
-4.790548652997697,8.370120087860132,1
-4.37887496818747,7.3592739199546156,1
-5.478905220995174,7.772436548407448,1
1.5780047501573358,-8.499399494470683,0
-4.978935863915817,8.230564204930594,1
0.1947306070151663,-9.234012270543005,0
2.2962549495730045,-8.646521956362957,0
-4.501754578411429,7.453624212594178,1
-4.053564614049713,8.174809843425214,1
1.4100459706806407,-10.071555110081965,0
-0.8609479445563002,-10.677683538417893,0
-7.356052723311399,4.107160307949801,2
-8.988006225981927,2.9595936565336176,2
-9.922925767938846,3.757136763281527,2
-8.729268765983534,4.279199094121445,2
-4.167454523384234,7.502107262441539,1
-2.815631000102898,6.68956643753049,1
-4.345537235875596,7.880016670575292,1
-10.485761998636487,4.143254700286376,2
-0.9176095170589607,-7.702659510945587,0
-7.6299489851521685,3.123680985146021,2
-0.1445995697526108,-9.777645816353568,0
-9.775171257946697,4.675706984142387,2
1.601803633221977,-8.090002221274116,0
0.9321952362586088,-8.405665102089376,0
-9.412829593811107,4.918734208846945,2
0.9350053674921345,-9.374804945831919,0
0.9413469828745018,-8.674734286394076,0
-9.149839321316179,3.329379217292997,2
1.34826632780664,-9.9868394511378,0
1.4264882798725445,-8.838630389676517,0
0.29806171862872266,-9.979111385463762,0
-5.498096419659895,6.5031763898847865,1
1.8490401010952937,-10.746106857046405,0
-4.797638352498277,8.812656585383793,1
-7.849549712327073,5.304567147538604,2
-4.150200265467761,8.215469024372855,1
-10.884806811910858,5.795550333660094,2
0.8933028657078603,-8.740812450835323,0
-9.580021184334342,4.736197967337497,2
-3.1578559605674807,10.316040194154002,1
-0.5679261534081526,-8.83328851463582,0
1.6045230599769793,-8.479296653946285,0
0.15960365364081908,-8.976384817215022,0
-3.8248209883505475,7.939388583260459,1
1.198387082038226,-9.893354088053146,0
-9.830068258812995,3.4886489475398874,2
0.7664603850921281,-8.839190293853488,0
-4.290861885566726,7.221702392701983,1
-8.08017379778815,6.68729766553141,2
1.1329506752702483,-9.149121536627081,0
-9.028079684764586,2.944697384599338,2
-3.3222046150768763,8.252800952839419,1
0.16397671194836905,-8.257570326305423,0
1.2326776162359006,-8.142674936981289,0
-8.845881488385345,4.512932981865931,2
-8.252109032832474,5.3806295305000695,2
-3.9419934681655437,7.625158402789746,1
1.2458493793427738,-7.412276694390836,0
-4.151097181554019,8.937641288345102,1
-9.885025080424526,2.684502253928554,2
-9.969377086469333,3.811737935047403,2
-0.5122398648266357,-9.961723407690139,0
-9.716618968920619,6.046694943936538,2
-4.527687457055002,8.482783534616662,1
-3.081307035218577,9.496333961020845,1
-4.410637461029327,6.980812652820863,1
-10.7515179182107,3.507690407414656,2
