x1,x2,y
0.954371870157412,-0.46553674229277525,1
1.0302716861462993,-0.5148951836765936,1
0.47287564800019344,-0.32950143144526,1
1.6571805608995995,-0.06534648108621521,1
1.4721451691444005,-0.3974777229480453,1
0.9019343025783408,0.5156692886624153,0
1.1811335728771009,-0.005868891165405288,0
0.4412078039514279,-0.5160032968040071,1
-0.032339540382965964,1.1164851671330371,0
0.0654379181050384,0.14294740706950976,1
-1.025671996771001,0.12463697023600356,0
0.6256699496136022,0.6598319104447555,0
0.5148324890106714,0.8235378425128639,0
-0.8220505625020084,0.5363632490954828,0
-0.1912093242917713,0.9266587094298806,0
-1.1741833738154097,-0.028025171204133576,0
0.23559463644573264,-0.24515565183304322,1
2.1554653136134663,0.3561647766824272,1
0.3268024383361583,-0.042541825833456455,1
0.15115191472469408,0.3104002498963149,1
-0.1964118615093026,0.41686433884518603,1
1.5662054464131188,-0.2872094648450005,1
0.3093940645475211,1.0037074561824784,0
-0.3104516320176025,1.0700659113570312,0
-0.39800699021087627,1.0195370142630236,0
0.6994615194994823,0.6040759246388434,0
1.4295599560241468,-0.6894142191188233,1
2.1129918463381343,0.36893801190452863,1
-0.2868757896386604,0.9947175130520072,0
1.692097417238065,0.025386468168881675,1
1.9696022580675683,0.19150869681079408,1
0.05331904456292655,0.32347684179161756,1
2.0210883566877142,0.25908713076939804,1
0.7246007911926918,-0.5100527472394629,1
-0.09696213758119793,0.9561770234585563,0
1.8666532516014351,0.42793985451976807,1
-0.48143378224219996,0.8691463464719871,0
-0.6015690473448847,0.7915718628277089,0
1.1726246408058805,-0.3988721260843294,1
2.0205393110959173,0.3577837705509041,1
1.790178206944806,0.09880893689506368,1
0.85792745131938,1.007544899183138,0
-0.06881053450653785,1.11460841904829,0
0.32386088887014297,-0.09316021078095299,1
0.9777437621336911,-0.004198504788204804,0
0.8932898959127574,-0.5325127869569818,1
0.8704412528109168,-0.3822884737617544,1
1.4405607782210916,-0.3553917895077391,1
0.23076776189999348,-0.13617250640641562,1
-0.7589654749727175,0.37592307588950524,0
0.6773671996943039,-0.3093913964996483,1
1.749474097144075,-0.12601532117887793,1
-0.47635179685815127,0.8337581210551787,0
1.1055606551519772,-0.49644938747876977,1
-0.713665898173751,0.38127713106727307,0
0.2104048235524025,1.0250585812150095,0
1.7546284237826142,0.04750159825589684,1
0.9346848621244331,0.14132386544973485,0
0.9660173196080044,0.6385138253847544,0
0.25424810158593775,1.063693270368484,0
-0.7933194938795515,0.33634740701500254,0
0.040424404745422804,-0.005807338925635716,1
1.623062419801165,-0.3820565629264591,1
-0.9252785195204346,0.11728718937422894,0
-0.7671611603013262,0.6826275196081202,0
0.7351873096774568,0.5107868318239892,0
0.77747909606049,-0.501679473333233,1
-1.0934929194718788,0.4892935800689917,0
0.1496912936901833,0.3056159553136185,1
-0.729185962169789,0.5423369511516497,0
1.010510663389406,0.3162684063686129,0
0.19175301035674916,-0.0367656906605463,1
0.681739169137634,0.765530616791054,0
0.07789317757386961,0.8158290397298195,0
0.911966994183543,0.7197303836853355,0
1.0281230398280772,0.27231124435921844,0
-0.15183628856797787,0.8875159716952847,0
-0.022179329955768365,0.3397820552390299,1
1.809661104105551,0.02809923742172843,1
-0.9157699470514352,0.364786998298827,0
1.2810384654587197,-0.5443540031341996,1
0.35172167273231625,0.9277705439279702,0
1.9201561283617592,0.039613597266492606,1
1.9249631486457657,-0.03585788271125595,1
0.40863351018794297,0.8281512237409555,0
0.5228872186079643,-0.3256006088792679,1
0.7453701101084804,-0.5544054363299836,1
-0.5968190928355942,0.7934338205770016,0
-0.8008775718258099,0.22457176906237958,0
-0.15089217725550888,0.13898936716486107,1
0.8843666457916047,0.38103236417276676,0
0.9576521261076583,0.2159164714538321,0
1.3996954471782657,-0.2654323832258564,1
1.1368038036334627,-0.4366450329773609,1
-1.0520263446607276,0.3210894945937797,0
-0.01709211710785699,-0.10134948872025085,1
0.4628452210152718,1.0793659190040639,0
0.5787674039451143,-0.4963990736387281,1
0.8349032619640034,0.37800134169973676,0
-0.414045269231072,0.7942385098374862,0
