x1,x2
5.943181878207849,-3.5003062087349557
-7.225687165137637,0.680714088963607
-7.651328207342895,2.813673118652224
5.920315478643766,-8.113557551886219
-7.450757230069231,1.2367105550855158
-9.950548671728283,2.3407706855199786
-6.702033163592684,0.8227128837188784
4.733371557839219,-7.738260044620457
5.8733579911702485,-10.077087246330429
7.391694718771053,-3.126693303210516
-9.040057077502238,1.0292853463145972
5.681481651541981,-10.320111902829373
7.908753973060417,-3.579991148179259
7.94799999265982,-3.0901373049546996
6.34485681221633,-8.293401998367724
7.5213214137777875,-2.1226660507508086
-6.929519536350051,0.778528999407589
7.93333064093537,-3.5155320525350673
-9.260842624022496,0.009554977266550413
5.453259119000041,-7.269195301160042
-8.693667249460205,1.513607167579438
7.295732152269862,-4.3939237933724185
-6.459680950190905,0.8278158108860423
-6.092457954329985,1.153816424484028
7.797585465664222,-3.166235562101247
-7.644413515884986,1.5234336307000158
-9.03438509400366,1.625727347739534
8.808404283854472,-2.918506506845295
-8.522578775924115,3.68571699233482
5.223231066627032,-8.274414752446122
8.304131453209605,-4.37505188079472
7.193669141218146,-3.7941403778752023
6.779953025527693,-10.864987073198943
-6.610547458440958,-0.4465997417005809
-7.102995718896165,2.7152735037637576
5.730058482212072,-4.194811362181399
4.770407238399205,-9.481451461495768
6.672786170125294,-3.8885770718548143
-6.948189748762701,-0.9335350157001487
-9.404226426668265,2.340689864987434
7.5223200545861015,-8.712647896492696
6.896919845011063,-7.4891374444433625
9.359988559857705,-3.955863612955945
5.881278512136053,-9.289862166172982
9.326220422040462,-1.6108875430460434
-7.841590934720369,1.8648530718876946
8.028306544445256,-10.14592450166184
8.009890798847639,-4.993024491988793
6.38900573541805,-9.10971707906631
8.500504474634154,-3.808298941966907
7.971644462988997,-3.3823605775700227
-8.01526954544248,3.2941738705613375
-8.220748406751044,1.4708723536065478
7.045979724201432,-7.833537160661265
-8.021537643473788,3.1411863116870373
5.370422377092168,-2.4471523727405673
7.676196430857772,-2.8262043683894653
5.604696499563463,-9.027353796739389
9.10737773128899,-9.261975406925144
7.730466650696986,-4.729016717299928
8.385544085222726,-2.4205790963943885
-7.759379243115063,1.6077531412323425
7.542711201978204,-3.505379470917068
8.731471418799032,-4.099975971088518
10.488483585983852,-2.7585816440205932
8.380148381995566,-3.952280375113115
-8.02046260421818,2.3119420124228003
6.23692500640222,-10.652459581622285
-7.3814540475101555,2.0509498692327495
7.353142919289474,-8.826597378975622
-7.692369126836121,2.706622564230106
7.540276238993133,-8.371964227949416
5.053530370680215,-10.234692260258807
-8.262348532669847,4.61542099550832
8.144082327184723,-3.308544201252173
9.421692688302807,-2.6476987994411703
6.494941804944095,-8.714245699434997
6.953654934317013,-8.432703354495334
7.316595984910204,-2.5671815381972696
6.588673192255148,-7.581764306091186
-8.891171417484111,1.9326246071709532
8.984266754691864,-4.874497122606671
10.196237256785352,-3.6737267587553024
5.202006745170063,-8.343254890423244
5.439854530716984,-9.376694458573356
6.91486382663814,-10.611597669154266
-8.435056461905372,0.5127918658716335
-6.642228263226699,0.9730391016743224
-8.681863497716048,1.8519089277955707
-5.802170848270894,2.777184137333421
6.498680193770879,-7.13530713637314
7.837621690534678,-1.6975610416783944
6.104416167339284,-9.759263320994025
6.7396680997250185,-10.180732988560296
-7.81463457369047,3.678569581577771
-7.822961561625873,2.22594861626653
7.03647687697763,-9.435911549165255
8.212011637692367,-1.5478135801664294
-7.109676841708119,1.5648412407838719
-7.911211986923762,2.0024366814942653
8.033493368655074,-2.26578347948763
-8.989367244457927,2.7290122778168135
8.175390645555838,-8.497144085112708
5.555800407228036,-8.811229822243357
